,dialogue_id,turn_id,n_clusters_user,n_clusters_system,n_clusters_final
1066,148,12,14.0,,14
1067,148,14,1.0,,1
1068,148,16,11.0,,11
1069,149,0,15.0,,15
1070,149,2,4.0,,4
1071,149,4,4.0,,4
1072,149,6,13.0,,13
1073,149,8,7.0,,7
1074,149,10,1.0,,1
1075,150,0,3.0,,3
1076,150,2,3.0,,3
1077,150,4,19.0,,19
1078,150,6,20.0,,20
1079,150,8,1.0,,1
1080,151,0,9.0,,9
1081,151,2,3.0,,3
1082,151,4,3.0,,3
1083,151,6,14.0,,14
1084,151,8,11.0,,11
1085,152,0,15.0,,15
1086,152,2,9.0,,9
1087,152,4,10.0,,10
1088,152,6,8.0,,8
1089,152,8,18.0,,18
1090,152,10,8.0,,8
1091,152,12,20.0,,20
1092,152,14,1.0,,1
1093,153,0,5.0,,5
1094,153,2,5.0,,5
1095,153,4,5.0,,5
1096,153,6,7.0,,7
1097,153,8,10.0,,10
1098,153,10,4.0,,4
1099,153,12,18.0,,18
1100,153,14,1.0,,1
1101,154,0,19.0,,19
1102,154,2,11.0,,11
1103,154,4,19.0,,19
1104,154,6,8.0,,8
1105,154,8,7.0,,7
1106,154,10,13.0,,13
1107,154,12,3.0,,3
1108,154,14,14.0,,14
1109,154,16,14.0,,14
1110,154,18,14.0,,14
1111,154,20,13.0,,13
1112,154,22,2.0,,2
1113,154,24,1.0,,1
1114,155,0,15.0,,15
1115,155,2,9.0,,9
1116,155,4,18.0,,18
1117,155,6,10.0,,10
1118,155,8,7.0,,7
1119,155,10,7.0,,7
1120,155,12,16.0,,16
1121,155,14,1.0,,1
1122,156,0,9.0,,9
1123,156,2,8.0,,8
1124,156,4,18.0,,18
1125,156,6,15.0,,15
1126,156,8,16.0,,16
1127,156,10,18.0,,18
1128,156,12,1.0,,1
1129,157,0,15.0,,15
1130,157,2,9.0,,9
1131,157,4,4.0,,4
1132,157,6,3.0,,3
1133,157,8,19.0,,19
1134,157,10,14.0,,14
1135,157,12,1.0,,1
1136,158,0,17.0,,17
1137,158,2,0.0,,0
1138,158,4,8.0,,8
1139,158,6,10.0,,10
1140,158,8,7.0,,7
1141,158,10,13.0,,13
1142,158,12,7.0,,7
1143,158,14,14.0,,14
1144,158,16,1.0,,1
1145,159,0,15.0,,15
1146,159,2,9.0,,9
1147,159,4,4.0,,4
1148,159,6,7.0,,7
1149,159,8,17.0,,17
1150,159,10,0.0,,0
1151,159,12,14.0,,14
1152,159,14,11.0,,11
1153,160,0,13.0,,13
1154,160,2,7.0,,7
1155,160,4,1.0,,1
1156,161,0,8.0,,8
1157,161,2,8.0,,8
1158,161,4,18.0,,18
1159,161,6,15.0,,15
1160,161,8,9.0,,9
1161,161,10,7.0,,7
1162,161,12,1.0,,1
1163,161,14,11.0,,11
1164,162,0,13.0,,13
1165,162,2,7.0,,7
1166,162,4,15.0,,15
1167,162,6,4.0,,4
1168,162,8,15.0,,15
1169,162,10,11.0,,11
1170,163,0,15.0,,15
1171,163,2,9.0,,9
1172,163,4,4.0,,4
1173,163,6,4.0,,4
1174,163,8,0.0,,0
1175,163,10,10.0,,10
1176,163,12,8.0,,8
1177,163,14,8.0,,8
1178,163,16,1.0,,1
1179,163,18,11.0,,11
1180,164,0,2.0,,2
1181,164,2,13.0,,13
1182,164,4,16.0,,16
1183,165,0,9.0,,9
1184,165,2,8.0,,8
1185,165,4,0.0,,0
1186,165,6,7.0,,7
1187,165,8,7.0,,7
1188,165,10,8.0,,8
1189,165,12,8.0,,8
1190,165,14,8.0,,8
1191,165,16,1.0,,1
1192,166,0,2.0,,2
1193,166,2,6.0,,6
1194,166,4,1.0,,1
1195,167,0,3.0,,3
1196,167,2,19.0,,19
1197,167,4,7.0,,7
1198,167,6,7.0,,7
1199,167,8,15.0,,15
1200,167,10,9.0,,9
1201,167,12,4.0,,4
1202,167,14,16.0,,16
1203,167,16,1.0,,1
1204,168,0,19.0,,19
1205,168,2,3.0,,3
1206,168,4,7.0,,7
1207,168,6,11.0,,11
1208,169,0,13.0,,13
1209,169,2,0.0,,0
1210,169,4,5.0,,5
1211,169,6,13.0,,13
1212,169,8,15.0,,15
1213,169,10,9.0,,9
1214,169,12,10.0,,10
1215,169,14,1.0,,1
1216,170,0,5.0,,5
1217,170,2,17.0,,17
1218,170,4,13.0,,13
1219,170,6,1.0,,1
1220,171,0,9.0,,9
1221,171,2,8.0,,8
1222,171,4,6.0,,6
1223,171,6,3.0,,3
1224,171,8,8.0,,8
1225,171,10,19.0,,19
1226,171,12,14.0,,14
1227,171,14,7.0,,7
1228,171,16,1.0,,1
1229,172,0,15.0,,15
1230,172,2,9.0,,9
1231,172,4,4.0,,4
1232,172,6,15.0,,15
1233,172,8,13.0,,13
1234,172,10,5.0,,5
1235,172,12,0.0,,0
1236,172,14,7.0,,7
1237,172,16,10.0,,10
1238,172,18,13.0,,13
1239,172,20,14.0,,14
1240,172,22,11.0,,11
1241,173,0,3.0,,3
1242,173,2,7.0,,7
1243,173,4,15.0,,15
1244,173,6,9.0,,9
1245,173,8,15.0,,15
1246,173,10,14.0,,14
1247,173,12,16.0,,16
1248,174,0,3.0,,3
1249,174,2,3.0,,3
1250,174,4,6.0,,6
1251,174,6,11.0,,11
1252,175,0,8.0,,8
1253,175,2,8.0,,8
1254,175,4,3.0,,3
1255,175,6,16.0,,16
1256,175,8,3.0,,3
1257,175,10,14.0,,14
1258,175,12,3.0,,3
1259,176,0,15.0,,15
1260,176,2,4.0,,4
1261,176,4,14.0,,14
1262,176,6,3.0,,3
1263,176,8,8.0,,8
1264,176,10,19.0,,19
1265,176,12,0.0,,0
1266,176,14,0.0,,0
1267,176,16,20.0,,20
1268,176,18,1.0,,1
1269,176,20,11.0,,11
1270,177,0,15.0,,15
1271,177,2,15.0,,15
1272,177,4,15.0,,15
1273,177,6,13.0,,13
1274,177,8,7.0,,7
1275,177,10,1.0,,1
1276,178,0,3.0,,3
1277,178,2,6.0,,6
1278,178,4,9.0,,9
1279,178,6,20.0,,20
1280,178,8,5.0,,5
1281,178,10,1.0,,1
1282,178,12,0.0,,0
1283,178,14,1.0,,1
1284,178,16,11.0,,11
1285,179,0,9.0,,9
1286,179,2,17.0,,17
1287,179,4,5.0,,5
1288,179,6,3.0,,3
1289,179,8,8.0,,8
1290,179,10,20.0,,20
1291,179,12,2.0,,2
1292,179,14,4.0,,4
1293,179,16,11.0,,11
1294,180,0,8.0,,8
1295,180,2,8.0,,8
1296,180,4,18.0,,18
1297,180,6,3.0,,3
1298,180,8,19.0,,19
1299,180,10,7.0,,7
1300,180,12,10.0,,10
1301,180,14,1.0,,1
1302,181,0,5.0,,5
1303,181,2,13.0,,13
1304,181,4,7.0,,7
1305,181,6,14.0,,14
1306,181,8,14.0,,14
1307,181,10,11.0,,11
1308,182,0,17.0,,17
1309,182,2,0.0,,0
1310,182,4,14.0,,14
1311,182,6,15.0,,15
1312,182,8,9.0,,9
1313,182,10,4.0,,4
1314,182,12,15.0,,15
1315,182,14,16.0,,16
1316,183,0,9.0,,9
1317,183,2,13.0,,13
1318,183,4,17.0,,17
1319,183,6,7.0,,7
1320,183,8,14.0,,14
1321,183,10,14.0,,14
1322,183,12,15.0,,15
1323,183,14,9.0,,9
1324,183,16,0.0,,0
1325,184,0,15.0,,15
1326,184,2,9.0,,9
1327,184,4,9.0,,9
1328,184,6,15.0,,15
1329,184,8,3.0,,3
1330,184,10,3.0,,3
1331,184,12,1.0,,1
1332,185,0,3.0,,3
1333,185,2,19.0,,19
1334,185,4,7.0,,7
1335,185,6,1.0,,1
1336,185,8,1.0,,1
1337,185,10,16.0,,16
1338,186,0,15.0,,15
1339,186,2,4.0,,4
1340,186,4,15.0,,15
1341,186,6,10.0,,10
1342,186,8,13.0,,13
1343,186,10,13.0,,13
1344,186,12,20.0,,20
1345,186,14,11.0,,11
1346,187,0,3.0,,3
1347,187,2,3.0,,3
1348,187,4,14.0,,14
1349,187,6,8.0,,8
1350,187,8,0.0,,0
1351,187,10,0.0,,0
1352,187,12,1.0,,1
1353,188,0,3.0,,3
1354,188,2,19.0,,19
1355,188,4,7.0,,7
1356,188,6,3.0,,3
1357,188,8,8.0,,8
1358,188,10,6.0,,6
1359,188,12,2.0,,2
1360,188,14,2.0,,2
1361,188,16,1.0,,1
1362,189,0,15.0,,15
1363,189,2,15.0,,15
1364,189,4,9.0,,9
1365,189,6,18.0,,18
1366,189,8,18.0,,18
1367,189,10,13.0,,13
1368,189,12,17.0,,17
1369,189,14,7.0,,7
1370,189,16,10.0,,10
1371,189,18,16.0,,16
1372,190,0,2.0,,2
1373,190,2,9.0,,9
1374,190,4,16.0,,16
1375,191,0,9.0,,9
1376,191,2,18.0,,18
1377,191,4,15.0,,15
1378,191,6,4.0,,4
1379,191,8,4.0,,4
1380,191,10,10.0,,10
1381,191,12,11.0,,11
1382,192,0,3.0,,3
1383,192,2,3.0,,3
1384,192,4,7.0,,7
1385,192,6,8.0,,8
1386,192,8,20.0,,20
1387,192,10,11.0,,11
1388,193,0,8.0,,8
1389,193,2,20.0,,20
1390,193,4,8.0,,8
1391,193,6,3.0,,3
1392,193,8,8.0,,8
1393,193,10,3.0,,3
1394,193,12,10.0,,10
1395,193,14,2.0,,2
1396,193,16,11.0,,11
1397,194,0,9.0,,9
1398,194,2,17.0,,17
1399,194,4,14.0,,14
1400,194,6,10.0,,10
1401,194,8,13.0,,13
1402,194,10,2.0,,2
1403,194,12,8.0,,8
1404,194,14,5.0,,5
1405,194,16,2.0,,2
1406,194,18,4.0,,4
1407,194,20,16.0,,16
1408,194,22,1.0,,1
1409,195,0,13.0,,13
1410,195,2,17.0,,17
1411,195,4,13.0,,13
1412,195,6,15.0,,15
1413,195,8,4.0,,4
1414,195,10,4.0,,4
1415,195,12,1.0,,1
1416,196,0,19.0,,19
1417,196,2,3.0,,3
1418,196,4,15.0,,15
1419,196,6,4.0,,4
1420,196,8,4.0,,4
1421,196,10,14.0,,14
1422,196,12,1.0,,1
1423,197,0,3.0,,3
1424,197,2,3.0,,3
1425,197,4,14.0,,14
1426,197,6,13.0,,13
1427,197,8,14.0,,14
1428,197,10,16.0,,16
1429,198,0,3.0,,3
1430,198,2,1.0,,1
1431,198,4,3.0,,3
1432,198,6,0.0,,0
1433,198,8,20.0,,20
1434,198,10,0.0,,0
1435,198,12,8.0,,8
1436,198,14,1.0,,1
1437,198,16,2.0,,2
1438,198,18,16.0,,16
1439,198,20,11.0,,11
1440,199,0,3.0,,3
1441,199,2,7.0,,7
1442,199,4,15.0,,15
1443,199,6,9.0,,9
1444,199,8,10.0,,10
1445,199,10,11.0,,11
1446,200,0,15.0,,15
1447,200,2,4.0,,4
1448,200,4,18.0,,18
1449,200,6,3.0,,3
1450,200,8,14.0,,14
1451,200,10,4.0,,4
1452,200,12,7.0,,7
1453,200,14,14.0,,14
1454,200,16,4.0,,4
1455,200,18,19.0,,19
1456,200,20,14.0,,14
1457,200,22,10.0,,10
1458,200,24,16.0,,16
1459,201,0,3.0,,3
1460,201,2,0.0,,0
1461,201,4,7.0,,7
1462,201,6,16.0,,16
1463,201,8,17.0,,17
1464,201,10,5.0,,5
1465,201,12,0.0,,0
1466,201,14,8.0,,8
1467,201,16,20.0,,20
1468,201,18,1.0,,1
1469,201,20,1.0,,1
1470,202,0,17.0,,17
1471,202,2,0.0,,0
1472,202,4,14.0,,14
1473,202,6,7.0,,7
1474,202,8,3.0,,3
1475,202,10,3.0,,3
1476,202,12,20.0,,20
1477,202,14,1.0,,1
1478,203,0,15.0,,15
1479,203,2,14.0,,14
1480,203,4,4.0,,4
1481,203,6,9.0,,9
1482,203,8,4.0,,4
1483,203,10,13.0,,13
1484,203,12,17.0,,17
1485,203,14,6.0,,6
1486,203,16,1.0,,1
1487,204,0,15.0,,15
1488,204,2,9.0,,9
1489,204,4,4.0,,4
1490,204,6,10.0,,10
1491,204,8,3.0,,3
1492,204,10,0.0,,0
1493,204,12,6.0,,6
1494,204,14,16.0,,16
1495,205,0,3.0,,3
1496,205,2,3.0,,3
1497,205,4,20.0,,20
1498,205,6,14.0,,14
1499,205,8,1.0,,1
1500,206,0,8.0,,8
1501,206,2,8.0,,8
1502,206,4,13.0,,13
1503,206,6,17.0,,17
1504,206,8,7.0,,7
1505,206,10,14.0,,14
1506,206,12,2.0,,2
1507,206,14,2.0,,2
1508,206,16,1.0,,1
1509,207,0,9.0,,9
1510,207,2,13.0,,13
1511,207,4,14.0,,14
1512,207,6,8.0,,8
1513,207,8,16.0,,16
1514,207,10,11.0,,11
1515,208,0,19.0,,19
1516,208,2,0.0,,0
1517,208,4,7.0,,7
1518,208,6,15.0,,15
1519,208,8,4.0,,4
1520,208,10,15.0,,15
1521,208,12,15.0,,15
1522,208,14,15.0,,15
1523,208,16,1.0,,1
1524,209,0,3.0,,3
1525,209,2,14.0,,14
1526,209,4,1.0,,1
1527,210,0,3.0,,3
1528,210,2,3.0,,3
1529,210,4,3.0,,3
1530,210,6,3.0,,3
1531,210,8,8.0,,8
1532,210,10,2.0,,2
1533,210,12,2.0,,2
1534,210,14,9.0,,9
1535,210,16,9.0,,9
1536,210,18,2.0,,2
1537,210,20,16.0,,16
1538,210,22,11.0,,11
1539,211,0,15.0,,15
1540,211,2,4.0,,4
1541,211,4,9.0,,9
1542,211,6,3.0,,3
1543,211,8,3.0,,3
1544,211,10,14.0,,14
1545,211,12,1.0,,1
1546,212,0,5.0,,5
1547,212,2,8.0,,8
1548,212,4,14.0,,14
1549,212,6,5.0,,5
1550,212,8,8.0,,8
1551,212,10,13.0,,13
1552,212,12,8.0,,8
1553,212,14,8.0,,8
1554,212,16,20.0,,20
1555,212,18,11.0,,11
1556,212,20,16.0,,16
1557,213,0,15.0,,15
1558,213,2,4.0,,4
1559,213,4,15.0,,15
1560,213,6,13.0,,13
1561,213,8,0.0,,0
1562,213,10,8.0,,8
1563,213,12,14.0,,14
1564,213,14,1.0,,1
1565,214,0,8.0,,8
1566,214,2,14.0,,14
1567,214,4,1.0,,1
1568,215,0,5.0,,5
1569,215,2,17.0,,17
1570,215,4,10.0,,10
1571,215,6,13.0,,13
1572,215,8,8.0,,8
1573,215,10,20.0,,20
1574,215,12,9.0,,9
1575,215,14,0.0,,0
1576,215,16,18.0,,18
1577,215,18,1.0,,1
1578,216,0,15.0,,15
1579,216,2,15.0,,15
1580,216,4,4.0,,4
1581,216,6,3.0,,3
1582,216,8,8.0,,8
1583,216,10,7.0,,7
1584,216,12,16.0,,16
1585,216,14,1.0,,1
1586,217,0,3.0,,3
1587,217,2,19.0,,19
1588,217,4,3.0,,3
1589,217,6,7.0,,7
1590,217,8,16.0,,16
1591,217,10,1.0,,1
1592,218,0,15.0,,15
1593,218,2,4.0,,4
1594,218,4,4.0,,4
1595,218,6,18.0,,18
1596,218,8,17.0,,17
1597,218,10,13.0,,13
1598,218,12,16.0,,16
1599,219,0,15.0,,15
1600,219,2,9.0,,9
1601,219,4,14.0,,14
1602,219,6,3.0,,3
1603,219,8,8.0,,8
1604,219,10,14.0,,14
1605,219,12,7.0,,7
1606,219,14,11.0,,11
1607,220,0,3.0,,3
1608,220,2,0.0,,0
1609,220,4,14.0,,14
1610,220,6,0.0,,0
1611,220,8,3.0,,3
1612,220,10,19.0,,19
1613,220,12,15.0,,15
1614,220,14,15.0,,15
1615,220,16,18.0,,18
1616,220,18,1.0,,1
1617,220,20,1.0,,1
1618,221,0,13.0,,13
1619,221,2,13.0,,13
1620,221,4,13.0,,13
1621,221,6,13.0,,13
1622,221,8,20.0,,20
1623,221,10,3.0,,3
1624,221,12,3.0,,3
1625,221,14,14.0,,14
1626,221,16,14.0,,14
1627,221,18,4.0,,4
1628,221,20,1.0,,1
1629,222,0,9.0,,9
1630,222,2,17.0,,17
1631,222,4,5.0,,5
1632,222,6,20.0,,20
1633,222,8,15.0,,15
1634,222,10,9.0,,9
1635,222,12,15.0,,15
1636,222,14,1.0,,1
1637,223,0,3.0,,3
1638,223,2,7.0,,7
1639,223,4,15.0,,15
1640,223,6,15.0,,15
1641,223,8,15.0,,15
1642,223,10,4.0,,4
1643,223,12,4.0,,4
1644,223,14,11.0,,11
1645,224,0,3.0,,3
1646,224,2,3.0,,3
1647,224,4,14.0,,14
1648,224,6,7.0,,7
1649,224,8,13.0,,13
1650,224,10,16.0,,16
1651,224,12,7.0,,7
1652,224,14,2.0,,2
1653,224,16,16.0,,16
1654,225,0,19.0,,19
1655,225,2,14.0,,14
1656,225,4,8.0,,8
1657,225,6,18.0,,18
1658,225,8,16.0,,16
1659,226,0,15.0,,15
1660,226,2,9.0,,9
1661,226,4,18.0,,18
1662,226,6,9.0,,9
1663,226,8,1.0,,1
1664,227,0,9.0,,9
1665,227,2,0.0,,0
1666,227,4,15.0,,15
1667,227,6,15.0,,15
1668,227,8,15.0,,15
1669,227,10,11.0,,11
1670,228,0,3.0,,3
1671,228,2,19.0,,19
1672,228,4,0.0,,0
1673,228,6,7.0,,7
1674,228,8,13.0,,13
1675,228,10,0.0,,0
1676,228,12,7.0,,7
1677,229,0,3.0,,3
1678,229,2,19.0,,19
1679,229,4,3.0,,3
1680,229,6,8.0,,8
1681,229,8,19.0,,19
1682,229,10,15.0,,15
1683,229,12,9.0,,9
1684,229,14,15.0,,15
1685,229,16,1.0,,1
1686,230,0,15.0,,15
1687,230,2,4.0,,4
1688,230,4,18.0,,18
1689,230,6,15.0,,15
1690,230,8,10.0,,10
1691,230,10,13.0,,13
1692,230,12,7.0,,7
1693,230,14,10.0,,10
1694,230,16,1.0,,1
1695,231,0,3.0,,3
1696,231,2,14.0,,14
1697,231,4,8.0,,8
1698,231,6,20.0,,20
1699,231,8,2.0,,2
1700,231,10,4.0,,4
1701,231,12,16.0,,16
1702,232,0,3.0,,3
1703,232,2,19.0,,19
1704,232,4,14.0,,14
1705,232,6,15.0,,15
1706,232,8,4.0,,4
1707,232,10,18.0,,18
1708,232,12,1.0,,1
1709,232,14,11.0,,11
1710,232,16,16.0,,16
1711,233,0,15.0,,15
1712,233,2,4.0,,4
1713,233,4,4.0,,4
1714,233,6,10.0,,10
1715,233,8,13.0,,13
1716,233,10,13.0,,13
1717,233,12,13.0,,13
1718,233,14,0.0,,0
1719,233,16,20.0,,20
1720,233,18,1.0,,1
1721,234,0,19.0,,19
1722,234,2,3.0,,3
1723,234,4,3.0,,3
1724,234,6,7.0,,7
1725,234,8,8.0,,8
1726,234,10,18.0,,18
1727,234,12,1.0,,1
1728,235,0,3.0,,3
1729,235,2,10.0,,10
1730,235,4,13.0,,13
1731,235,6,5.0,,5
1732,235,8,5.0,,5
1733,235,10,6.0,,6
1734,235,12,16.0,,16
1735,236,0,15.0,,15
1736,236,2,15.0,,15
1737,236,4,15.0,,15
1738,236,6,15.0,,15
1739,236,8,3.0,,3
1740,236,10,19.0,,19
1741,236,12,14.0,,14
1742,236,14,14.0,,14
1743,236,16,1.0,,1
1744,237,0,8.0,,8
1745,237,2,20.0,,20
1746,237,4,5.0,,5
1747,237,6,8.0,,8
1748,237,8,6.0,,6
1749,237,10,1.0,,1
1750,238,0,17.0,,17
1751,238,2,0.0,,0
1752,238,4,8.0,,8
1753,238,6,14.0,,14
1754,238,8,14.0,,14
1755,238,10,14.0,,14
1756,238,12,1.0,,1
1757,239,0,8.0,,8
1758,239,2,6.0,,6
1759,239,4,6.0,,6
1760,239,6,8.0,,8
1761,239,8,3.0,,3
1762,239,10,0.0,,0
1763,239,12,2.0,,2
1764,239,14,2.0,,2
1765,239,16,4.0,,4
1766,239,18,16.0,,16
1767,239,20,11.0,,11
1768,240,0,3.0,,3
1769,240,2,3.0,,3
1770,240,4,7.0,,7
1771,240,6,3.0,,3
1772,240,8,18.0,,18
1773,240,10,18.0,,18
1774,240,12,0.0,,0
1775,241,0,8.0,,8
1776,241,2,0.0,,0
1777,241,4,20.0,,20
1778,241,6,3.0,,3
1779,241,8,7.0,,7
1780,241,10,2.0,,2
1781,241,12,1.0,,1
1782,241,14,16.0,,16
1783,242,0,13.0,,13
1784,242,2,12.0,,12
1785,242,4,8.0,,8
1786,242,6,0.0,,0
1787,242,8,6.0,,6
1788,242,10,1.0,,1
1789,242,12,11.0,,11
1790,243,0,5.0,,5
1791,243,2,8.0,,8
1792,243,4,6.0,,6
1793,243,6,15.0,,15
1794,243,8,4.0,,4
1795,243,10,18.0,,18
1796,243,12,1.0,,1
1797,244,0,2.0,,2
1798,244,2,4.0,,4
1799,244,4,1.0,,1
1800,245,0,8.0,,8
1801,245,2,0.0,,0
1802,245,4,15.0,,15
1803,245,6,9.0,,9
1804,245,8,15.0,,15
1805,245,10,18.0,,18
1806,245,12,1.0,,1
1807,246,0,9.0,,9
1808,246,2,17.0,,17
1809,246,4,17.0,,17
1810,246,6,7.0,,7
1811,246,8,15.0,,15
1812,246,10,10.0,,10
1813,246,12,11.0,,11
1814,247,0,15.0,,15
1815,247,2,8.0,,8
1816,247,4,4.0,,4
1817,247,6,10.0,,10
1818,247,8,17.0,,17
1819,247,10,5.0,,5
1820,247,12,8.0,,8
1821,247,14,7.0,,7
1822,247,16,14.0,,14
1823,247,18,1.0,,1
1824,247,20,11.0,,11
1825,248,0,3.0,,3
1826,248,2,8.0,,8
1827,248,4,0.0,,0
1828,248,6,6.0,,6
1829,248,8,16.0,,16
1830,248,10,13.0,,13
1831,248,12,13.0,,13
1832,248,14,8.0,,8
1833,248,16,5.0,,5
1834,248,18,6.0,,6
1835,248,20,1.0,,1
1836,249,0,3.0,,3
1837,249,2,19.0,,19
1838,249,4,0.0,,0
1839,249,6,6.0,,6
1840,249,8,15.0,,15
1841,249,10,9.0,,9
1842,249,12,7.0,,7
1843,249,14,16.0,,16
1844,250,0,19.0,,19
1845,250,2,3.0,,3
1846,250,4,7.0,,7
1847,250,6,10.0,,10
1848,250,8,17.0,,17
1849,250,10,6.0,,6
1850,250,12,2.0,,2
1851,250,14,1.0,,1
1852,251,0,2.0,,2
1853,251,2,8.0,,8
1854,251,4,16.0,,16
1855,252,0,9.0,,9
1856,252,2,2.0,,2
1857,252,4,13.0,,13
1858,252,6,13.0,,13
1859,252,8,10.0,,10
1860,252,10,1.0,,1
1861,253,0,15.0,,15
1862,253,2,15.0,,15
1863,253,4,4.0,,4
1864,253,6,4.0,,4
1865,253,8,8.0,,8
1866,253,10,6.0,,6
1867,253,12,6.0,,6
1868,253,14,8.0,,8
1869,253,16,16.0,,16
1870,253,18,1.0,,1
1871,254,0,4.0,,4
1872,254,2,15.0,,15
1873,254,4,7.0,,7
1874,254,6,8.0,,8
1875,254,8,6.0,,6
1876,254,10,1.0,,1
1877,255,0,9.0,,9
1878,255,2,13.0,,13
1879,255,4,7.0,,7
1880,255,6,10.0,,10
1881,255,8,16.0,,16
1882,255,10,1.0,,1
1883,256,0,3.0,,3
1884,256,2,3.0,,3
1885,256,4,14.0,,14
1886,256,6,9.0,,9
1887,256,8,6.0,,6
1888,256,10,15.0,,15
1889,256,12,18.0,,18
1890,256,14,1.0,,1
1891,257,0,3.0,,3
1892,257,2,14.0,,14
1893,257,4,15.0,,15
1894,257,6,9.0,,9
1895,257,8,4.0,,4
1896,257,10,10.0,,10
1897,257,12,16.0,,16
1898,258,0,15.0,,15
1899,258,2,9.0,,9
1900,258,4,4.0,,4
1901,258,6,4.0,,4
1902,258,8,16.0,,16
1903,258,10,8.0,,8
1904,258,12,15.0,,15
1905,259,0,3.0,,3
1906,259,2,0.0,,0
1907,259,4,14.0,,14
1908,259,6,17.0,,17
1909,259,8,5.0,,5
1910,259,10,0.0,,0
1911,259,12,2.0,,2
1912,259,14,20.0,,20
1913,259,16,3.0,,3
1914,259,18,1.0,,1
1915,260,0,3.0,,3
1916,260,2,14.0,,14
1917,260,4,6.0,,6
1918,260,6,8.0,,8
1919,260,8,6.0,,6
1920,260,10,16.0,,16
1921,261,0,8.0,,8
1922,261,2,8.0,,8
1923,261,4,18.0,,18
1924,261,6,15.0,,15
1925,261,8,16.0,,16
1926,261,10,15.0,,15
1927,261,12,1.0,,1
1928,262,0,3.0,,3
1929,262,2,19.0,,19
1930,262,4,3.0,,3
1931,262,6,20.0,,20
1932,262,8,2.0,,2
1933,262,10,2.0,,2
1934,262,12,16.0,,16
1935,263,0,2.0,,2
1936,263,2,4.0,,4
1937,263,4,13.0,,13
1938,263,6,11.0,,11
1939,264,0,3.0,,3
1940,264,2,6.0,,6
1941,264,4,1.0,,1
1942,265,0,13.0,,13
1943,265,2,0.0,,0
1944,265,4,0.0,,0
1945,265,6,13.0,,13
1946,265,8,6.0,,6
1947,265,10,15.0,,15
1948,265,12,15.0,,15
1949,265,14,15.0,,15
1950,265,16,10.0,,10
1951,265,18,11.0,,11
1952,266,0,3.0,,3
1953,266,2,8.0,,8
1954,266,4,14.0,,14
1955,266,6,8.0,,8
1956,266,8,18.0,,18
1957,266,10,2.0,,2
1958,266,12,6.0,,6
1959,266,14,11.0,,11
1960,267,0,13.0,,13
1961,267,2,17.0,,17
1962,267,4,14.0,,14
1963,267,6,6.0,,6
1964,267,8,6.0,,6
1965,267,10,8.0,,8
1966,267,12,6.0,,6
1967,267,14,1.0,,1
1968,267,16,11.0,,11
1969,268,0,3.0,,3
1970,268,2,0.0,,0
1971,268,4,6.0,,6
1972,268,6,15.0,,15
1973,268,8,9.0,,9
1974,268,10,15.0,,15
1975,268,12,16.0,,16
1976,268,14,14.0,,14
1977,268,16,1.0,,1
1978,269,0,13.0,,13
1979,269,2,14.0,,14
1980,269,4,15.0,,15
1981,269,6,4.0,,4
1982,269,8,4.0,,4
1983,269,10,18.0,,18
1984,269,12,14.0,,14
1985,269,14,15.0,,15
1986,269,16,18.0,,18
1987,269,18,16.0,,16
1988,269,20,11.0,,11
1989,270,0,3.0,,3
1990,270,2,3.0,,3
1991,270,4,7.0,,7
1992,270,6,4.0,,4
1993,270,8,13.0,,13
1994,270,10,5.0,,5
1995,270,12,13.0,,13
1996,270,14,14.0,,14
1997,270,16,10.0,,10
1998,270,18,1.0,,1
1999,271,0,8.0,,8
2000,271,2,7.0,,7
2001,271,4,16.0,,16
2002,272,0,9.0,,9
2003,272,2,7.0,,7
2004,272,4,15.0,,15
2005,272,6,4.0,,4
2006,272,8,15.0,,15
2007,272,10,16.0,,16
2008,272,12,15.0,,15
2009,272,14,1.0,,1
2010,273,0,8.0,,8
2011,273,2,6.0,,6
2012,273,4,15.0,,15
2013,273,6,9.0,,9
2014,273,8,9.0,,9
2015,273,10,0.0,,0
2016,273,12,1.0,,1
2017,274,0,9.0,,9
2018,274,2,0.0,,0
2019,274,4,15.0,,15
2020,274,6,15.0,,15
2021,274,8,4.0,,4
2022,274,10,3.0,,3
2023,274,12,18.0,,18
2024,274,14,16.0,,16
2025,275,0,15.0,,15
2026,275,2,4.0,,4
2027,275,4,7.0,,7
2028,275,6,5.0,,5
2029,275,8,0.0,,0
2030,275,10,7.0,,7
2031,275,12,1.0,,1
2032,276,0,15.0,,15
2033,276,2,8.0,,8
2034,276,4,9.0,,9
2035,276,6,4.0,,4
2036,276,8,14.0,,14
2037,276,10,20.0,,20
2038,276,12,7.0,,7
2039,276,14,7.0,,7
2040,277,0,15.0,,15
2041,277,2,4.0,,4
2042,277,4,7.0,,7
2043,277,6,3.0,,3
2044,277,8,19.0,,19
2045,277,10,7.0,,7
2046,277,12,4.0,,4
2047,277,14,16.0,,16
2048,277,16,1.0,,1
2049,278,0,2.0,,2
2050,278,2,3.0,,3
2051,278,4,6.0,,6
2052,279,0,15.0,,15
2053,279,2,4.0,,4
2054,279,4,14.0,,14
2055,279,6,7.0,,7
2056,279,8,3.0,,3
2057,279,10,8.0,,8
2058,279,12,19.0,,19
2059,279,14,20.0,,20
2060,279,16,16.0,,16
2061,280,0,15.0,,15
2062,280,2,9.0,,9
