;UUID;Speaker;Utterance
255;05c298eb-074e-44d1-9638-5e7b903055c5;ArgosHelpers;- Zeeshan
256;05c298eb-074e-44d1-9638-5e7b903055c5;126239;@ArgosHelpers Can u reply?
257;05c298eb-074e-44d1-9638-5e7b903055c5;ArgosHelpers;@126239 Hiya Ethan, I am sorry to see that you want to make a complaint, we can take the complaint on here, are you able to provide the details and any order number
258;05c298eb-074e-44d1-9638-5e7b903055c5;ArgosHelpers;@126239 name and address including postcode if there was an order via a DM please?
259;05c298eb-074e-44d1-9638-5e7b903055c5;ArgosHelpers;Thanks - LJ
260;05c298eb-074e-44d1-9638-5e7b903055c5;126239;@ArgosHelpers Gonna reply?
261;05c298eb-074e-44d1-9638-5e7b903055c5;ArgosHelpers;@126239 Hiya I am just wondering if you saw my response?
262;05c298eb-074e-44d1-9638-5e7b903055c5;ArgosHelpers;Thanks - LJ
263;05c298eb-074e-44d1-9638-5e7b903055c5;126239;@ArgosHelpers Dm
264;5574af87-0b99-4259-b3ff-131a7c7a9867;451959;@SW_Help morning - when's the next train at Fulwell?
265;5574af87-0b99-4259-b3ff-131a7c7a9867;451959;Info board is frozen on 'delayed '..website shows on time!
266;5574af87-0b99-4259-b3ff-131a7c7a9867;SW_Help;@451959 Hi Rhys, where are you travelling to please?
267;5574af87-0b99-4259-b3ff-131a7c7a9867;SW_Help;^JM
268;5574af87-0b99-4259-b3ff-131a7c7a9867;451959;@SW_Help Fulwell to Waterloo
269;5574af87-0b99-4259-b3ff-131a7c7a9867;SW_Help;@451959 The delayed 06:23 should be with you at 06:41 and will be running fast from Teddington to Waterloo ^JM
270;5574af87-0b99-4259-b3ff-131a7c7a9867;451959;@SW_Help Thanks.
271;5574af87-0b99-4259-b3ff-131a7c7a9867;451959;..why was there no detail of this on the website?
272;5574af87-0b99-4259-b3ff-131a7c7a9867;451959;Info board also not giving much in the way of information.
273;5574af87-0b99-4259-b3ff-131a7c7a9867;451959;..
274;5574af87-0b99-4259-b3ff-131a7c7a9867;SW_Help;@451959 The alteration to this service can be found on our JourneyCheck page here https://t.co/527S2jXqtD ^JM
275;5574af87-0b99-4259-b3ff-131a7c7a9867;451959;@SW_Help So the https://t.co/UYlIjw8scm is of no use?
276;5574af87-0b99-4259-b3ff-131a7c7a9867;SW_Help;@451959 No, our website is https://t.co/FrXBKajypO ^JM
277;5574af87-0b99-4259-b3ff-131a7c7a9867;451959;@SW_Help Which is the site I meant.
278;5574af87-0b99-4259-b3ff-131a7c7a9867;451959;...which has only just been refreshed to show the delay..as the train pulled into the station..
279;5574af87-0b99-4259-b3ff-131a7c7a9867;451959;@SW_Help ...and the info sign showing no information?
280;5574af87-0b99-4259-b3ff-131a7c7a9867;SW_Help;@451959 Can you let me know please, was the display entirely blank?
281;5574af87-0b99-4259-b3ff-131a7c7a9867;SW_Help;Was this on platform 1?
282;5574af87-0b99-4259-b3ff-131a7c7a9867;SW_Help;^JM
283;5574af87-0b99-4259-b3ff-131a7c7a9867;451959;@SW_Help No, segment to show train arrival time just showed 'Delayed '.
284;5574af87-0b99-4259-b3ff-131a7c7a9867;451959;No further information then provided.
285;5574af87-0b99-4259-b3ff-131a7c7a9867;SW_Help;@451959 Thanks for the info Rhys, we'll report this fault.
286;5574af87-0b99-4259-b3ff-131a7c7a9867;SW_Help;^JH
287;2f61428a-1d59-4ace-bc1e-756ffaa370b1;124579;@115931 @AskeBay @115937 I need help!!
288;2f61428a-1d59-4ace-bc1e-756ffaa370b1;124579;!
289;2f61428a-1d59-4ace-bc1e-756ffaa370b1;AskeBay;@124579 I’d be happy to help!
290;2f61428a-1d59-4ace-bc1e-756ffaa370b1;AskeBay;What are you needing assistance with?
291;2f61428a-1d59-4ace-bc1e-756ffaa370b1;AskeBay;^M
292;2f61428a-1d59-4ace-bc1e-756ffaa370b1;124579;@AskeBay My sisters account has been locked as it has been linked to an account with a negative balance though this is not possible!!
293;2f61428a-1d59-4ace-bc1e-756ffaa370b1;124579;!
294;2f61428a-1d59-4ace-bc1e-756ffaa370b1;AskeBay;@124579 We’d be happy to look into it further.
295;2f61428a-1d59-4ace-bc1e-756ffaa370b1;AskeBay;Have your sister call in or reach out to us here or on Facebook.
296;2f61428a-1d59-4ace-bc1e-756ffaa370b1;AskeBay;^M
297;2f61428a-1d59-4ace-bc1e-756ffaa370b1;124579;@AskeBay She don’t have twitter and your call centers have been ABSOLUTELY useless
298;2f61428a-1d59-4ace-bc1e-756ffaa370b1;AskeBay;@124579 Calling in will be the fastest way to resolve any issues or if she has a Facebook acct she can reach out to us there.
299;2f61428a-1d59-4ace-bc1e-756ffaa370b1;AskeBay;Thanks!
300;2f61428a-1d59-4ace-bc1e-756ffaa370b1;AskeBay;M
301;2f61428a-1d59-4ace-bc1e-756ffaa370b1;124579;@AskeBay Called in 4 times now with no resolve this is ABSOLUTELY disgusting
302;2f61428a-1d59-4ace-bc1e-756ffaa370b1;AskeBay;@124579 2/2 Facebook by visiting https://t.co/6n0U95WGZY or she can email us at __email__.
303;2f61428a-1d59-4ace-bc1e-756ffaa370b1;AskeBay;We'll be happy to talk with her.
304;2f61428a-1d59-4ace-bc1e-756ffaa370b1;AskeBay;^CR
305;2f61428a-1d59-4ace-bc1e-756ffaa370b1;AskeBay;@124579 Sorry to hear you're still having trouble.
306;2f61428a-1d59-4ace-bc1e-756ffaa370b1;AskeBay;We won't be able to discuss your sister's account, but she can also contact us on 1/2
307;2f61428a-1d59-4ace-bc1e-756ffaa370b1;124579;@AskeBay I’ll have her email
308;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;@AmericanAir cancelled flight last night and now delayed flight tonight in CLT.
309;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;Plane is @ gate and still delayed.
310;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;#keepingtothebadservicerecord
311;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;AmericanAir;@158161 That sure isn't the record we want to have with you.
312;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;AmericanAir;We're showing an estimated departure time of 8:25p.
313;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;@AmericanAir It’s now 8:05 pm and not boarded.
314;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;Highly doubt 8:25 pm departure.
315;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;No announcements at gate in CLT.
316;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;Really bad service!
317;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;!
318;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;AmericanAir;@158161 It appears our crew has been delayed on an incoming flight.
319;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;AmericanAir;Thanks for your patience.
320;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;AmericanAir;We should have an update soon.
321;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;@AmericanAir Negative.
322;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;There was a crew on board that was taken of by Charlotte Police!
323;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;This is really, really bad.
324;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;Never before have I seen a cop take a crew off a plane!!
325;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;!
326;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;@AmericanAir So as I learned the original crew got into a fight with the cleaning crew.
327;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;The flight required a police report.
328;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;This, ur crew delayed a whole flight over an issue that likely wasn’t an issue.
329;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;#bad
330;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;@AmericanAir Now they will start to board the flight!
331;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;Almost 1 hour delayed on boarding due to American Airline employee problems.
332;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;Over 20 years of flying this is a first.
333;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;#terribleservice
334;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;AmericanAir;@158161 We see that you're now boarding with an estimated departure of 9:10p.
335;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;AmericanAir;Our apologies for the disruptions to your travels this evening.
336;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;@AmericanAir Never heard of a crew getting into a fight with the cleaning crew that required a police report.
337;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;Cops taking flight crew off the plane.
338;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;Can’t wait to see this hit the news wires with the video!!!!
339;a3d3993d-68b1-46b3-93d8-b3f2aa62136d;158161;138 passengers impacted by a controllable issue not handled well by American!
340;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;306104;Hey!
341;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;306104;@115850 Amazon pantry order was late by 7 days so i cancelled it, but i m still being asked 2 wait 4 refund.
342;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;306104;Can u help?
343;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;306104;@AmazonHelp
344;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;AmazonHelp;@306104 Apologies for the unpleasant experience.
345;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;AmazonHelp;Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you.
346;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;AmazonHelp;^GS
347;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;306104;@AmazonHelp There were 2 separate orders 408-1929729-8238743 and 408-0714060-7645942.
348;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;306104;Both were Delayed.
349;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;306104;i have added my details as suggested
350;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;AmazonHelp;@306104 Thanks.
351;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;AmazonHelp;We'll check and revert at the earliest.
352;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;AmazonHelp;^HK
353;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;AmazonHelp;@306104 Also, please don't provide your order/account details as we consider them to be personal information.
354;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;AmazonHelp;^HK
355;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;306104;@AmazonHelp Ok Sure !
356;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;306104;@AmazonHelp Guys any update on this !
357;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;AmazonHelp;@306104 We're working on your details, we'll reach out to you soon with an update.
358;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;AmazonHelp;^SG
359;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;306104;@AmazonHelp Hi @115850 Thank you for the refund!
360;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;306104;i got it last night.
361;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;306104;Still, i got delivery of one of the product.
362;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;306104;You can take it whenever u want 2
363;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;306104;@AmazonHelp @115850 let me know if you want more details on this !
364;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;306104;!
365;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;AmazonHelp;@306104 As you have already provided your details, our team will look into it and will reach out to you for any further updates.
366;7ae7d538-2c7f-4a5d-9869-cea9029e7d05;AmazonHelp;^GU
367;6465f8f2-370c-4cf2-9c51-81528945302e;425293;@115850 purchased prime membership by adding gift card to pay balance .
368;6465f8f2-370c-4cf2-9c51-81528945302e;425293;Will i eligible for rs.
369;6465f8f2-370c-4cf2-9c51-81528945302e;425293;250 cashback.
370;6465f8f2-370c-4cf2-9c51-81528945302e;425293;Contact 9899955881
371;6465f8f2-370c-4cf2-9c51-81528945302e;AmazonHelp;@425293 We would like to investigate this further.
372;6465f8f2-370c-4cf2-9c51-81528945302e;AmazonHelp;Could you let us know the date of purchase of the Prime membership?
373;6465f8f2-370c-4cf2-9c51-81528945302e;AmazonHelp;^VM
374;6465f8f2-370c-4cf2-9c51-81528945302e;425293;@AmazonHelp 24th Oct .
375;6465f8f2-370c-4cf2-9c51-81528945302e;425293;You can check this in my account details 24th oct 2017 .
376;6465f8f2-370c-4cf2-9c51-81528945302e;425293;Please tell me whether I am eligible for Rs.
377;6465f8f2-370c-4cf2-9c51-81528945302e;425293;250 cashback.
378;6465f8f2-370c-4cf2-9c51-81528945302e;AmazonHelp;@425293 Kindly contact our team here: https://t.co/vlvfJr4nN9 and we'll check.
379;6465f8f2-370c-4cf2-9c51-81528945302e;AmazonHelp;^GK
380;6465f8f2-370c-4cf2-9c51-81528945302e;425293;@AmazonHelp already contacted but confusion remains the same that's why asking you people to call me who is expert on this on 9899955881
381;6465f8f2-370c-4cf2-9c51-81528945302e;AmazonHelp;@425293 Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this.
382;6465f8f2-370c-4cf2-9c51-81528945302e;AmazonHelp;^SG
383;6465f8f2-370c-4cf2-9c51-81528945302e;425293;@AmazonHelp Are you callin me for this ?
384;6465f8f2-370c-4cf2-9c51-81528945302e;425293;Please call me for more clarification on 9899955881
385;6465f8f2-370c-4cf2-9c51-81528945302e;AmazonHelp;@425293 Wee can't access your account details over Twitter.
386;6465f8f2-370c-4cf2-9c51-81528945302e;AmazonHelp;Kindly share the same over the secure link we shared.
387;6465f8f2-370c-4cf2-9c51-81528945302e;AmazonHelp;(1/2)^CB
388;6465f8f2-370c-4cf2-9c51-81528945302e;AmazonHelp;@425293 Please don't provide your order details as we consider it personal info.
389;6465f8f2-370c-4cf2-9c51-81528945302e;AmazonHelp;Our twitter page is visible to public.
390;6465f8f2-370c-4cf2-9c51-81528945302e;AmazonHelp;(2/2)^CB
391;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;@Tesco absolutely appalled by the fact that Tesco don’t believe that 90% girls shoes and 10% boys is not sexism!
392;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;Are boys not entitled to dry warm feet same as girls?
393;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;If not why not?
394;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;!
395;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;@738870 Hi Lucinda, I'm sorry you feel this has been represented and for any upset this has caused.
396;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;1/2
397;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;@738870 Can you please DM your name, email address and local store so I can log your feedback?
398;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;Ty - Marian 2/2
399;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;@Tesco the manager said it was an HQ issue not store so please explain?!
400;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;Everything from the brown shoes on the left to the far right are girls.
401;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;Please explain why?
402;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;Boys need to wear shoes too!
403;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;https://t.co/BNZaPvuBok
404;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;@738870 I apologise if this looks in any way prejudiced but I assure you we are just trying to do the best for our customers.
405;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;:) Thanks, Calum 2/2
406;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;@738870 Hi Lucinda.
407;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;I'm sorry you feel this way, I appreciate your frustration.
408;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;We flex our space, and range, to support customer needs and perennial trends.
409;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;We manage stock to each store to ensure we are giving a balanced offer.
410;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;1/2
411;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;"@Tesco So you’re saying girls needed a choice of over 10 boots &amp; 8 trainers and 10 shoes boys only need one pair of boots and no shoes or trainers?"
412;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;Because that’s what your advertising.
413;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;"It is sexism &amp; appalling of you to do this!"
414;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;"Boys require clothes &amp; choice just as much as girls!"
415;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;@Tesco It in no way is balanced!
416;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;Please provide me details to take this issue further?
417;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;I cannot believe your bias to girls over boys.
418;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;No explanation other than your wish for £££!
419;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;No thought to customers at all!
420;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;50% of kids are boys STOP DISCRIMINATING on sex!
421;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;"@Tesco Hmm @Tesco claiming 1 choice of trainer &amp; boot for boys is balanced against over 10 choices of each for girls!"
422;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;How is that not discrimination and sexism?
423;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;Boys not allowed choice cause they’re boys?!
424;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;https://t.co/N4tlO8lFL1
425;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;@738870 Hi Lucinda.
426;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;I assure you this is not discriminating.
427;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;There is just a much higher demand for female footwear than male footwear in our stores.
428;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;1/3
429;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;@738870 Due to this big difference in demand we offer more female footwear as that is what our customers are more interested in investing in.
430;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;2/3
431;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;@738870 This decision is down to our customers choices, and we try to change and improve to our customers needs and wants.
432;2616b245-3b24-42a1-8c2f-55b06c9da14e;Tesco;:) Thanks, Calum 3/3
433;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;@Tesco You offer one pair to boys!
434;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;There was more choice in men’s then there was for boys!
435;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;Trying going and looking before tweeting in ignorance!
436;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;You obviously do not care for children who are boys or you would sort this.
437;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;Nearly every mum in children’s clothing said the same.
438;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;@Tesco If you listened to your actual customers it would be amazing 17 mums there all agreed.
439;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;"4 were mums only if girls &amp; also thought it was unbelievable and you still haven’t provided me of details to take this further!"
440;2616b245-3b24-42a1-8c2f-55b06c9da14e;738870;@Tesco Until you give us this option how are we suppose to show you.
